data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,2.1704736992163576,0.28534554998176687,5.2457226679321085,0.6041160276839399,0.013767355839618068,0.01225431237749671,0.03290068557046336,0.06580137114092673,0.0987020567113901
