data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.5895298222057883,0.03649725324074815,9.350932253960428,0.07927296712355236,0.015061805713030486,0.013507111431820687,0.10617826486003779,0.21235652972007557,0.31853479458011336
