data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.586818654400663,0.037047961003039254,9.357493947713934,0.08002344429616848,0.01525646648436513,0.013837527406278754,0.10564918146797878,0.21129836293595755,0.31694754440393635
