data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,2.1827052914991385,0.2912681151888158,5.223078839428086,0.6167633513997917,0.013775105798937972,0.012429376861422745,0.033072311793655176,0.06614462358731035,0.09921693538096553
