data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,2.0796767063904302,0.23106844694448836,5.428151693494153,0.49255711998297347,0.012818891720687595,0.011516823695638084,0.2735482367589466,0.5470964735178931,0.8206447102768397
