data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.7086403350484638,0.04068098105494333,9.145436092597173,0.0893452398225918,0.013602801746241473,0.012234232663045895,0.12612837309381497,0.25225674618762994,0.3783851192814449
