data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.5689315913723558,0.07138412715422465,9.630286663607254,0.16526350943823775,0.03384154558723886,0.029347603457163952,0.10070910316848829,0.20141820633697657,0.30212730950546485
