KID,Name,File_names,Redshift,PSF,INC,Re,Re_err,Rgas,Rgas_err,SFR,SFR_err,Mstar,Mstar_err,Mgas,Mgas_err,Mbar,Mbar_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err
KROSS,E-zmus_z1_176,E-zmus_z1_176,0.95884628861074,0.556430041790008,70.7528738611824,3.3691907,1.0107572,10.723972117298809,4.481048982880013,24.886261398115344,1.2443130699057672,9931856852.01049,4576892558.53018,6122274585.12211,1248736032.0250883,16054131437.1326,11667220175.537094,125.29266759017663,24.818580561522914,125.81899848413902,26.237898959761324,100.39297310432856,24.576476460878176
KROSS,E-zmus_z1_189,E-zmus_z1_189,0.840015761282798,0.529688000679016,39.2909646780095,3.1578732,0.947362,10.918461788898597,4.57973307024406,9.948705456159187,0.4974352728079593,9226361812.02774,4251779636.879143,3614108043.1244106,737155220.4830613,12840469855.152151,9908962066.423525,87.40372592606808,20.504717937783443,96.3506529983742,20.13934520184181,99.1887379772707,20.15061400959021
KROSS,E-zmus_z1_190,E-zmus_z1_190,0.813877777546905,0.556430041790008,32.5801660751361,1.4539032,0.43617097,8.907415415032986,3.8057411626357247,5.403836903931494,0.2701918451965747,5559426852.60215,2561947858.342005,2302648145.421892,469661901.65894353,7862074998.024042,6017425978.859127,67.42890738086349,25.94359382572477,90.73721120693884,21.58723302715912,120.88892555812966,19.979115720315185
KROSS,E-zmus_z1_207,E-zmus_z1_207,0.820057706060306,0.529688000679016,40.1605893501991,4.284553,1.2853659,12.132926114476913,5.051411933130424,6.9769042031806405,0.348845210159032,28643778433.9351,13199897895.822628,3994745197.050592,814792383.9243344,32638523630.98569,28920996389.50436,66.54820248334427,18.79812453709365,109.70399705839591,25.32577819601609,112.20699622219706,35.15319757037443
KROSS,E-zmus_z1_208,E-zmus_z1_208,0.861795772915053,0.529688000679016,63.5141181236379,1.635211,0.49056333,7.986261825622154,3.369650038779521,9.51563990907018,0.4757819954535091,2296309280.02967,1058207041.4883271,2514954792.7212977,512965061.28636,4811264072.750967,3405588630.3225474,81.38129056080807,21.322726456361096,108.29018577188114,21.25050649900948,93.2728850990789,19.721573703698464
KROSS,E-zmus_z1_21,E-zmus_z1_21,0.839075627006777,0.549914002418518,25.1815296071909,3.1547704,0.9464311,12.215343576906449,5.118483085021207,11.201098497652168,0.5600549248826082,31119339259.7451,14340709336.288063,5218583191.147944,1064413791.6888905,36337922450.89304,31553872765.25727,106.38204997265038,30.39392350942749,111.27273487571998,25.3968626059106,143.18901931210883,44.00327549658963
KROSS,E-zmus_z1_219,E-zmus_z1_219,0.976920281216369,1.02054011821747,61.9708232698227,3.3533795,1.0060139,12.794222138196096,5.333071934688961,59.36428206484848,2.968214103242424,26365149855.0193,12149838642.866035,12107934252.96396,2469607527.4388804,38473084107.98326,29012466264.55121,161.60339723909607,20.931006658181637,166.50038054677972,25.609658962450677,175.34085216658485,42.82857498097469
KROSS,E-zmus_z1_24,E-zmus_z1_24,0.823131685449468,0.718919992446899,73.7041699695031,3.9,1.1700001,31.0775324681547,13.603909337712004,9.869829884935715,0.4934914942467857,13092728075.2733,6033515242.061429,3909527793.681064,797410854.6044093,17002255868.954365,13663964871.976744,159.0437352414636,31.986892941447994,139.37044474472566,20.54820954284617,138.3600547351517,28.73689640484078
KROSS,E-zmus_z1_35,E-zmus_z1_35,0.804665061344033,0.549914002418518,51.8440542277182,3.724687,1.1174061,18.52942426242758,7.754509116934596,7.120298940199317,0.3560149470099658,24267787452.7229,11183312190.194883,3852747467.911504,785829654.0551711,28120534920.634403,24571714854.727448,157.17342148878512,23.87749698134653,195.84010648451385,19.687730862834517,223.56448395427316,26.709486317635204
KROSS,E-zmus_z1_49,E-zmus_z1_49,0.981514334591861,0.549914002418518,64.7709408409778,5.3665767,1.609973,57.77503118756096,23.283977496082535,17.831990897302852,0.8915995448651425,19276588701.8452,8883220599.928663,6091760678.568875,1242512335.9145172,25368349380.414078,20216241494.03306,131.55510260326184,28.706986641363,133.90412564286032,24.57170164889257,120.15656980245738,22.48201505988502
KROSS,E-zmus_z1_53,E-zmus_z1_53,0.8321640402943,0.747198045253754,63.3265608092825,2.7186131,0.81558394,8.73327205059252,3.7437266460767304,6.01370629418618,0.300685314709309,4375522559.44983,2016369843.0644376,2307121020.135861,470574183.91721314,6682643579.585691,4946514436.429669,88.32219922244998,25.25964448039909,105.38533183031178,25.572955381663427,93.78853310537636,23.966401412072766
KROSS,E-zmus_z1_55,E-zmus_z1_55,0.885166989432031,0.549914002418518,49.3970281566321,3.5452166,1.063565,22.31015785428163,9.599804489034078,8.236916444910035,0.4118458222455017,11403293429.7909,5254973930.779217,3517083241.128818,717365498.0786356,14920376670.919718,11933355587.21609,108.11179467403332,19.88396156226248,124.75045413119142,14.881894966123186,139.82150367684565,18.154605746096717
KROSS,E-zmus_z1_58,E-zmus_z1_58,0.847670670999728,0.550440013408661,29.8411255012231,1.9201423,0.5760427,27.342010368520828,12.148251738744303,3.623089929797715,0.1811544964898857,9141772090.08257,4212798198.194732,2160302270.330131,440628249.0531447,11302074360.4127,9393556453.55933,57.69144881314584,20.34615639866915,129.48884964160396,29.95312995317113,172.77559843826586,32.42540180689866
KROSS,E-zmus_z1_70,E-zmus_z1_70,0.858493851984656,0.549914002418518,41.5377008943605,2.591769,0.7775307,23.234880372247805,10.635325762396295,9.823046793928452,0.4911523396964226,29446237975.4397,13569694919.557468,4835991207.622351,986378015.7595547,34282229183.06205,29840706122.114937,77.69319768570045,22.947586310219386,117.54424120275078,10.668353559008494,154.59030482862713,17.075967044560823
KROSS,E-zmus_z1_86,E-zmus_z1_86,0.840728362224191,0.718919992446899,43.9629794940805,2.1174657,0.6352398,10.870820226543849,4.536430985664342,31.773901320638547,1.5886950660319272,5984529200.58775,2757847557.8745394,5859134219.450549,1195064142.2248569,11843663420.0383,8375204090.302747,98.8274385160018,24.35872388466085,95.94680132383304,24.07149199470837,105.81066518489432,23.05747495476565
KROSS,E-zmus_z1_97,E-zmus_z1_97,0.977331529192195,0.550440013408661,49.9928830495914,2.8215117,0.8464536,7.941554312682968,3.296499682987741,57.18281669293919,2.859140834646959,14894636359.8261,6863887723.422166,10367623381.867489,2114643087.649738,25262259741.69359,18147666706.210445,119.57922102958273,23.17963139320986,132.54345874405942,24.419509510621744,118.75379521724754,24.34658920717842
KROSS,E-zmvvd_z1_19,E-zmvvd_z1_19,0.982660149858909,0.718919992446899,65.8150174807341,4.895118,1.4685354,8.773307605484655,3.742923124010492,8.735692297555437,0.4367846148777718,15886584826.9011,7321006832.673319,4044154645.991729,824870215.7264882,19930739472.89283,16393253620.408024,82.47845221881748,19.58235278441249,96.56680940393574,15.929288101023362,96.56680940393574,15.929288101023362
KROSS,E-zmvvd_z1_58,E-zmvvd_z1_58,0.834728628833586,0.747198045253754,53.5997001259874,1.2108119,0.36324358,7.127270655580072,2.9853230518041043,17.03332402798936,0.8516662013994678,7889154293.72312,3635554974.065954,4560503551.269634,930187708.3920757,12449657844.992754,9112461144.570816,107.11601588806228,29.570810125121525,108.10037791582457,25.64955079337776,109.63729514798456,25.06754488037046
