KID,Name,File_names,Redshift,PSF,INC,Re,Re_err,Rgas,Rgas_err,SFR,SFR_err,Mstar,Mstar_err,Mgas,Mgas_err,Mbar,Mbar_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err
KROSS,C-zcos_z1_200,C-zcos_z1_200,0.955678747032042,0.544938027858734,39.6624753702348,3.176221,0.9528663,10.59114869962267,4.443075550205846,18.413009753030032,0.9206504876515014,4416009702.75437,2035027512.790032,4315912714.940049,880299418.3458498,8731922417.69442,6174807224.343277,90.6629179261448,23.589579716932768,64.37217376152964,10.524827967132106,70.49558502236593,18.569324039362755
KROSS,C-zcos_z1_202,C-zcos_z1_202,0.840891432150741,0.544938027858734,53.2512318199048,3.161079,0.9483237,14.259598848944265,5.941472657201341,58.11813223770885,2.905906611885442,18924743322.3092,8721079872.031889,10662841428.863506,2174857530.315417,29587584751.172707,21721926644.57678,151.54007470990226,29.22930395829942,143.78273425816056,23.29758022745189,162.5523950210312,32.062232022320266
KROSS,C-zcos_z1_354,C-zcos_z1_354,0.838741877969311,0.738352000713348,36.9638207802593,2.0538583,0.6161575,8.798953581670519,3.6601127119121575,13.6973578159741,0.6848678907987049,3443735869.87538,1586975055.2421107,3314584146.444615,676062318.9673268,6758320016.319995,4779726436.243848,78.58910940006976,23.970724389625264,79.43165450668482,21.434479681459656,90.13568227895225,18.940595126806706
KROSS,C-zcos_z1_356,C-zcos_z1_356,0.970478480042079,0.738352000713348,27.6291441859696,2.4829235,0.7448771,11.494192556178378,4.771130972106674,51.65227726105011,2.582613863052505,15453621506.0599,7121484565.004563,9911953456.396154,2021701902.2010915,25365574962.45605,18359227624.666588,75.4792803765653,20.38428532002467,99.84906210106008,13.970735144225255,113.71273845249542,16.788712193873927
KROSS,C-zcos_z1_460,C-zcos_z1_460,0.8962286235322,0.843818008899689,60.7953237239398,5.50943,1.652829,29.677577311342525,12.616500744410516,10.625629343636769,0.5312814671818383,16789212762.1344,7736964406.513548,4421869302.514956,901911166.6865708,21211082064.649357,17361756630.61606,165.750925797679,34.79715118797568,194.82748327944697,29.673784605445228,236.55570964675056,33.830207767152054
KROSS,C-zcos_z1_472,C-zcos_z1_472,0.886578262609053,0.843818008899689,34.621240129845,3.236356,0.97090685,9.493028875924121,4.003065248507504,6.369081356438612,0.3184540678219306,7194991691.41558,3315664373.9242306,2753663304.178394,561653717.2255164,9948654995.593971,7703931920.280572,80.98768473662581,19.118959568500035,67.02620230283668,15.464424836793023,72.07895402057893,20.44751362070427
KROSS,C-zcos_z1_493,C-zcos_z1_493,0.888067460218673,0.600660026073456,43.9492911034831,4.303485,1.2910455,18.752198734944816,7.97864097952889,21.456908772685217,1.0728454386342607,4102324861.31627,1890472286.3208616,4454582888.87654,908583353.2861184,8556907750.19281,6055772286.145279,59.40520412956694,17.97678750368301,47.16220816896767,14.16645112899771,56.053755539921205,17.042246822673746
KROSS,C-zcos_z1_593,C-zcos_z1_593,0.924073321675848,0.812395989894867,72.114469250196,3.7753708,1.1326113,53.77386767252122,21.81662198989231,12.108904543929766,0.6054452271964882,4797666775.39756,2210906348.109475,3510930294.388853,716110383.7060715,8308597069.786413,5945102019.293783,179.16226108354064,27.2613150146598,169.4174137619871,16.480369154818913,183.37699678995608,18.68049785872245
KROSS,C-zcos_z1_642,C-zcos_z1_642,0.917786347062558,0.546532034873962,42.3692596039773,3.0503702,0.9151111,12.287649622449022,5.129806662829656,28.206133682595365,1.410306684129768,9484839655.18351,4370893850.314982,6366828920.43489,1298616780.2320845,15851668575.6184,11423602487.246643,96.20673569450402,24.898310070418464,97.11465545387698,19.949004342253133,96.90802308808932,22.70809959643014
KROSS,C-zcos_z1_644,C-zcos_z1_644,0.91394965782056,0.546532034873962,56.2602741960228,4.3298044,1.2989414,13.980644377677152,6.058437313122468,12.954744238821316,0.6477372119410657,11403293429.7909,5254973930.779217,4472975851.293596,912335125.5085428,15876269281.084496,12249188300.135157,163.1257396648978,24.069376364240444,158.08978185332057,22.822827596677374,158.08978185332057,22.822827596677374
KROSS,C-zcos_z1_659,C-zcos_z1_659,0.981667108816392,0.546532034873962,53.9197560410107,3.1556273,0.94668823,15.142153432311924,6.3590545037095065,12.967913195939529,0.6483956597969764,8974912158.56582,4135904220.537245,4316986563.796375,880518596.7074652,13291898722.362196,9959187780.435265,83.55443635769296,20.66463512830002,84.26293573943005,17.22225529252288,119.1204143335224,13.146652549565989
KROSS,C-zcos_z1_660,C-zcos_z1_660,0.929461340021648,0.546532034873962,65.2058449867963,5.4115973,1.6234792,50.10668822685081,20.66119513989112,11.48624193292637,0.5743120966463185,15032457904.2419,6927399955.871843,4521519708.054945,922236461.071154,19553977612.296844,15697736496.48681,98.15905269621648,24.273651335244505,118.67193908645898,13.743727416691598,156.80023842461298,34.34722928435408
KROSS,C-zcos_z1_670,C-zcos_z1_670,0.879092112507921,0.546532034873962,57.1958445504065,2.6539555,0.7961867,7.22283968635235,3.0569601970485447,30.12515652865019,1.5062578264325093,22337271401.4147,10293673456.873133,8035901211.989425,1639050981.8879614,30373172613.404125,23738774230.1348,209.5711183924904,46.721402677916416,204.89640719752717,38.60612664317974,204.89640719752717,38.60612664317974
KROSS,C-zcos_z1_673,C-zcos_z1_673,0.916525120958086,0.546532034873962,42.5012290407337,5.733666,1.7200999,19.587002200801958,8.615894076075733,6.905665775732355,0.3452832887866177,5164521033.06612,2379963609.7078896,2676185419.748639,545850825.491106,7840706452.814759,5816721232.950531,55.94673939726415,18.88329326986368,113.19003388030976,26.708109796879533,113.19003388030976,26.708109796879533
KROSS,C-zcos_z1_675,C-zcos_z1_675,0.891498808273444,0.546532034873962,57.7829254293562,4.441016,1.332305,10.273113221251872,4.279883934434626,35.356786712200034,1.7678393356100015,21529330140.4895,9921350295.15645,8669044222.7481,1768190655.6156943,30198374363.2376,23209144405.474144,201.34544038698684,38.37943933019249,233.80970265804703,37.500392530031874,247.67199239625637,52.56408403452325
KROSS,C-zcos_z1_685,C-zcos_z1_685,0.867736864568498,0.658190011978149,53.7139373702502,3.475418,1.0426255,9.23138470987672,3.8525839261149777,21.67658561388085,1.0838292806940426,15171554725.0488,6991499873.294377,6150105750.219064,1254412684.5663664,21321660475.267864,16370701680.56422,116.47700706882274,21.985669950223773,115.81712690848916,26.159986046953406,97.89028898421633,23.107631722429826
KROSS,C-zcos_z1_690,C-zcos_z1_690,0.925160285943542,0.658190011978149,51.989322929882,3.250835,0.9752505,13.748939877337962,5.754476538332549,18.231072244550763,0.911553612227538,20942582870.7221,9650959848.259031,6196454835.29046,1263866384.9911282,27139037706.01256,21840051048.998425,146.5626112255599,33.873913819971136,163.75573077223984,30.930420474551514,163.0016251067024,47.11906462078838
KROSS,C-zcos_z1_692,C-zcos_z1_692,0.926978416050857,0.546532034873962,40.1830917556491,4.1659923,1.2497977,10.349730091949164,4.301742092893406,39.77549533729773,1.9887747668648856,24045293967.7856,11080780630.315945,9544217371.162,1946696292.190873,33589511338.9476,25870219311.50212,109.53160250151842,20.312540415379765,159.96387128902032,22.36039790750746,183.5477690577463,15.57870392037344
KROSS,C-zcos_z1_693,C-zcos_z1_693,0.924618181499726,0.658190011978149,56.279372980998,4.155385,1.2466156,11.439246097655689,4.855841809712322,12.881696207956916,0.6440848103978457,6998903763.76578,3225301273.624784,3973554521.0128527,810470071.2784582,10972458284.778631,8048216536.96746,86.26605662173107,25.91599038332013,102.35905346622891,29.838943857180915,102.35905346622891,29.838943857180915
KROSS,C-zcos_z1_698,C-zcos_z1_698,0.926691072515854,0.658190011978149,34.3995775864652,3.0274315,0.90822953,11.767919430881363,4.9319665785836655,13.25557308970598,0.6627786544852989,16635284825.1901,7666029873.359493,4981722591.104619,1016102230.7477672,21617007416.29472,17365202595.706223,140.61380291254116,34.197792084884014,130.69399121795718,26.359505068363596,122.48036141416496,41.010930394258125
KROSS,C-zcos_z1_796,C-zcos_z1_796,0.885444447917447,0.540224015712738,32.6846719408776,3.3286138,0.99858415,9.965737200522634,4.195655886008977,8.333324669264337,0.4166662334632168,4064713663.48798,1873139937.0912352,2740502797.629636,558969328.9820276,6805216461.117616,4902270162.890018,74.30191693358859,10.139428398496106,73.64839058227251,6.050683837125478,73.64839058227251,6.050683837125478
KROSS,C-zcos_z1_925,C-zcos_z1_925,0.912870404082449,0.864396035671234,45.5946815161345,3.7296395,1.118892,10.71081205521224,4.466062127280601,19.898090344484974,0.9949045172242486,15171554725.0488,6991499873.294377,5968436545.592455,1217358352.0986066,21139991270.64125,16303321979.704449,142.97602983506854,24.023288966456956,143.46184683789838,18.54708515522221,156.46470352435955,26.486820510272132
KROSS,E-zmus_z1_107,E-zmus_z1_107,0.96169364551841,0.91650801897049,27.8617791652652,1.4222546,0.4266764,7.744304824615109,3.2221787747660917,7.851439285119391,0.3925719642559696,4335406612.9685,1997883231.7827191,2788712247.505576,568802459.0262663,7124118860.474076,5154868232.95791,78.67060041503817,15.231237373506096,76.78313321949679,14.27858948735361,74.08570490920629,15.529218443859968
KROSS,E-zmus_z1_117,E-zmus_z1_117,0.841633641987028,0.849872052669525,34.5254621532204,2.9573355,0.8872007,9.782663658190812,4.08039987123391,8.618657962794531,0.4309328981397264,15596615395.3587,7187380366.524747,3837412232.42914,782701754.5134206,19434027627.78784,16061760315.49272,62.45949278127888,20.84734310107528,61.72436645233601,16.421254488689854,75.33211027681078,14.851562540036015
KROSS,E-zmus_z1_119,E-zmus_z1_119,0.841298299434541,0.556430041790008,61.7587201033233,4.19094,1.257282,13.51758768449121,5.64207396654105,17.11090646279897,0.8555453231399484,27354567188.459,12605791331.087095,6273268057.075292,1279533683.3436384,33627835245.53429,28064679548.92482,184.64982211358227,24.25334601149448,172.20683540764514,23.7273802697201,182.4525977863881,29.607216443901624
KROSS,E-zmus_z1_12,E-zmus_z1_12,0.976393156660594,0.446330040693283,51.4432118877108,3.91059,1.173177,14.660641936424144,6.105387030942373,49.85195515807873,2.4925977579039365,62665781971.1296,28878240539.691063,13615504636.17217,2777100823.2828627,76281286607.30177,64127858194.00784,191.9154723878969,26.435281801763804,215.76333559256383,21.82128094029993,225.79703623137755,35.54595127533803
KROSS,E-zmus_z1_122,E-zmus_z1_122,0.996927381685542,0.91650801897049,45.4990365430458,4.9662123,1.4898638,15.981784127687689,6.674842431917519,21.35864041568672,1.067932020784336,38817742711.5098,17888360696.548298,7911836167.045681,1613746014.2233713,46729578878.55548,39615833965.10976,126.72724351815246,30.24996945421556,131.79467809876712,25.752584760658145,131.79467809876712,25.752584760658145
KROSS,E-zmus_z1_125,E-zmus_z1_125,0.997852820527072,0.91650801897049,61.6831545172402,2.5132022,0.75396067,10.63378705740967,4.459044696897994,12.785276102715864,0.6392638051357932,12619162838.0521,5815282413.848893,4669476393.552163,952414596.4972404,17288639231.604263,13455381099.144535,140.31023290166925,43.52808307248417,146.9842367158057,26.25132787529195,143.70377913233858,25.98036725717373
KROSS,E-zmus_z1_127,E-zmus_z1_127,0.895530603976106,0.556430041790008,51.190461428185,4.0246596,1.2073978,12.695168751359471,5.333736846101196,6.20391140325851,0.3101955701629255,12275247848.8879,5656796243.727142,3110236391.457354,634382571.480201,15385484240.345251,12663146534.82193,57.378052971112446,17.535919858981966,79.29482343658306,18.4769595592252,79.29482343658306,18.4769595592252
KROSS,E-zmus_z1_146,E-zmus_z1_146,0.862010422847141,0.849872052669525,59.2570222338319,3.146733,0.9440199,14.209719862325201,6.069937459203551,15.732046721531738,0.7866023360765868,32887446455.0866,15155505278.841751,6326755948.500681,1290443419.9971912,39214202403.58728,33490475887.45309,136.54664923083195,31.05412055904881,149.7147594170812,23.20906832723366,141.97102115207358,34.25255727090459
KROSS,E-zmus_z1_166,E-zmus_z1_166,0.975108115765321,0.556430041790008,42.6740196450803,2.4559138,0.73677415,9.395781363625769,3.901895819006194,25.200167436154853,1.2600083718077424,29176318343.3431,13445307992.32401,8009719489.456216,1633710859.1902905,37186037832.79932,30255795450.98548,146.02240711737696,28.12125039786153,143.42844508670268,27.57309550496734,145.8815574476415,26.61551937252324
