KID,Names,File_names,Redshift,PSF,INC,Re,Re_err,Rgas,Rgas_err,SFR,SFR_err,Mstar,Mstar_err,Mgas,Mgas_err,Mbar,Mbar_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err,Vmax,Vmax_err,VRe_int,VRe_int_err,VRopt_int,VRopt_int_err,VRout_int,VRout_int_err,Vmax_int,Vmax_int_err,Rot2disp_int
KROSS,C-HiZ_z1_245,C-HiZ_z1_245,0.833362054003167,0.544938027858734,61.5276364390461,3.4952984,1.0485896,17.727100179862212,7.505464376535571,13.087707195288148,0.6543853597644074,7962153419.22227,3669195124.065562,118718898849.60468,43496960228.88136,126681052268.82697,118985599259.46458,119.88856465480625,21.671285367679864,158.32356107704854,27.52554534877316,189.23366697971016,21.235201573230665,189.62246743262068,41.97372790593449,87.00568621486707,21.777117303983506,143.30001409131083,28.712147377383516,179.87598782735358,21.232327408421416,182.65,41.9781686713463,4.827
KROSS,C-HiZ_z1_258,C-HiZ_z1_258,0.837600692549843,0.544938027858734,50.5938354956762,4.6041574,1.3812473,19.07991964914128,8.095464199915511,9.053877507363111,0.4526938753681556,10691297668.4087,4926865284.980968,84005003907.59956,30498876020.211544,94696301576.00829,84682610536.93575,136.19095043847818,25.11485607423285,147.82256131504175,29.14813957285208,166.1382457429277,23.318485451218883,167.91358344242812,30.64044745058977,135.04946379514067,25.11103126642116,146.28395916374475,29.216502335445405,165.0688498610314,23.328332934986896,166.768,30.668263742833567,13.698
KROSS,C-HiZ_z1_267,C-HiZ_z1_267,0.839406416427833,0.544938027858734,31.0983058801545,4.431997,1.3295991,12.19233411922718,5.130343852284632,4.936622663510457,0.2468311331755228,2254395961.09858,1038892147.971696,139792965391.37076,52322269973.65832,142047361352.46933,139811142167.0762,91.1532710038235,9.64105222741918,89.70315756257924,7.93751543429812,89.70315756257924,7.93751543429812,96.52673881931445,16.328204519070535,84.76228514519957,6.267709822918908,88.157,6.945827668463997,88.157,6.945827668463997,88.157,6.945827668463997,3.926
KROSS,C-HiZ_z1_275,C-HiZ_z1_275,0.850856040719295,0.864396035671234,63.7515587259345,2.456358,0.7369074,7.979484820766549,3.3177224398011855,15.474694167771585,0.7737347083885789,8260952881.6871,3806890728.888065,123920802756.56964,45308320500.32623,132181755638.25671,124195848152.60973,131.43214810768728,21.137647207039365,133.41872647811573,22.52036253968496,131.08419289589665,19.77334278938584,133.7761068668245,22.15570046994072,108.8964985105368,17.7784346065704,116.6110725436038,21.895062536477813,113.88666389093424,18.94772625640288,117.99890476190475,22.17963221464045,2.979
KROSS,C-HiZ_z1_277,C-HiZ_z1_277,0.838362986672631,0.719727993011475,36.7080244458851,4.153598,1.2460794,15.031353776344217,6.359772176753824,5.330859076137712,0.2665429538068856,10691297668.4087,4926865284.980968,64052638318.488205,23253629543.59892,74743935986.89691,64938773636.35369,65.93706768911888,18.238375905791703,83.56992497638944,25.695048463660807,90.49048446256228,30.6862027729899,98.46509764553116,31.238238376460654,48.81316255457344,4.256968025087381,83.19708206608094,25.653245604433295,90.46263849055852,30.68763618322171,98.432,31.23882209654217,21.832
KROSS,C-HiZ_z1_285,C-HiZ_z1_285,0.833803935874193,0.544938027858734,71.3147182776239,1.5820578,0.4746174,19.344903899091822,8.167862299519815,8.318634285185079,0.4159317142592539,4886864121.89403,2252011116.0801983,121627182289.67851,45047444861.90557,126514046411.57256,121725317467.94724,105.7800099432954,26.732453745752835,104.65154026789082,22.757624899804384,129.94388986785526,26.428566690977966,140.9783860372892,28.704858909637245,77.75704432790296,25.902506558651336,84.90207847720669,21.612383412688374,76.3077893162376,22.1685384953312,120.96,23.213043703845003,2.942
KROSS,C-HiZ_z1_289,C-HiZ_z1_289,0.842692496949874,0.719727993011475,46.2917739054202,3.7175689,1.1152707,9.809000520453552,4.070152814616236,13.122845953400638,0.656142297670032,11298745023.8063,5206794941.846221,97997410657.42812,35497406837.65363,109296155681.23442,98646612383.1609,96.35709473898996,23.89868511595982,97.61934721735426,22.77156247450648,112.4580339109086,28.156179974828103,124.24533058142462,45.08281767344639,48.88732361688447,12.157522824910226,76.85246870790449,22.83646235923618,101.13265530721948,29.64025038595421,121.70282142857144,45.084010558068144,3.611
KROSS,C-HiZ_z1_297,C-HiZ_z1_297,0.840623489072706,0.719727993011475,36.1190977595172,3.7084405,1.1125323,6.657541362902495,2.7702623570704814,16.991881287908335,0.8495940643954166,22337271401.4147,10293673456.873133,79696532703.60988,27986237486.280407,102033804105.02458,82767693085.1526,164.35343270485086,27.35576544185776,160.22561410471042,31.631746703927902,160.22561410471042,31.631746703927902,171.64174777636703,41.49458349252556,97.92780108507068,28.26531149021569,112.17213103182412,38.02828050761831,112.17213103182412,38.02828050761831,153.049,41.91563275199362,2.417
KROSS,C-HiZ_z1_314,C-HiZ_z1_314,0.834880298504295,0.738352000713348,42.3759501838744,1.7687768,0.53063303,6.2145401799303635,2.5900015785717354,30.08261537869388,1.504130768934694,10023757306.4554,4619242998.366545,160786473510.87094,58509987828.38008,170810230817.32635,161098621268.46625,231.2961428748696,34.94238814797113,208.06185601980488,30.933989545472592,186.56709971915143,29.334539002615475,236.0099480187208,37.70191211150456,194.98676327929337,35.80955490576399,155.62763091963154,35.10192041724369,116.10258526567624,34.65064401008545,202.972,42.31657386887554,2.492
KROSS,C-HiZ_z1_317,C-HiZ_z1_317,0.853780219124342,0.738352000713348,68.8397213445915,3.9519444,1.1855834,12.153843508705984,5.08980101372188,23.78170893132925,1.1890854465664624,19634975526.5671,9048375818.694515,98975869201.83414,34950954241.00501,118610844728.40125,100904682488.90866,142.79315133064316,24.44349128674048,159.36799072471476,26.42481210398381,159.36799072471476,26.42481210398381,161.578166318487,27.65161535809724,68.06664205332838,13.774718137027955,90.80186673141142,26.923459471944483,90.80186673141142,26.923459471944483,90.97332653061224,31.254083333222237,1.121
KROSS,C-HiZ_z1_319,C-HiZ_z1_319,0.840024327278409,0.719727993011475,73.8672125870908,7.07452,2.1223562,47.9500708240747,20.560226454783404,5.157280991807532,0.2578640495903766,13584088880.6634,6259948792.932444,55615833376.27332,20010500893.479305,69199922256.93672,57250750151.02562,170.055942479536,37.31419896121147,167.64188016534143,52.76560526443829,167.64188016534143,52.76560526443829,182.90690037874757,56.3387296816846,169.7715628692444,37.37680320315386,167.45004463271667,52.81988408742726,167.45004463271667,52.81988408742726,182.82230555555557,56.521252977216975,19.65
KROSS,C-HiZ_z1_340,C-HiZ_z1_340,0.835543867100698,0.738352000713348,46.7583235970958,2.2292604,0.6687782,5.561938432141413,2.3111883121226775,10.394740896859652,0.5197370448429827,17101354746.6145,7880808638.992858,71262106617.74419,25393868110.204388,88363461364.35869,73285361251.5371,173.0594207985065,21.54794039235428,195.2268598624192,20.890756305075183,172.89389514727344,44.92448077701045,195.96625647847895,63.05291650940861,141.94938177561482,18.812314937386915,144.94790248114285,18.455280596329672,149.56333544826876,47.46745431197376,166.001,63.05837425750841,3.383
KROSS,C-HiZ_z1_90,C-HiZ_z1_90,0.854808919275469,0.540224015712738,63.3914876376286,2.5611658,0.76834977,11.30884390899622,4.752891048999999,12.426829250175471,0.6213414625087736,3673080745.07809,1692663937.824005,169049230393.35507,62861264435.88263,172722311138.43317,169089129806.57718,67.39871731038758,24.22652735180157,81.81633824527336,21.84877451383903,81.81633824527336,21.84877451383903,87.49163718845092,22.8104035728602,31.308016359743924,9.197452611999369,43.41711132434794,11.217792102975128,43.41711132434794,11.217792102975128,46.08183673469388,12.614311704619416,1.005
KROSS,C-zcos_z1_1015,C-zcos_z1_1015,0.88859470099343,0.540224015712738,66.9199422387446,7.291261,2.1873784,30.843766821561378,12.911194393549334,9.852477811785189,0.4926238905892592,28643778433.9351,13199897895.822628,50154301462.37789,17204041872.88777,78798079896.31299,57757423749.25881,173.2119622114421,35.53785826217784,245.81892596577944,27.563253232369487,223.978376426574,54.96379243322696,255.7070031059647,69.23334310601456,159.64802376792062,37.0368067333925,236.27349587976377,27.925226675637678,223.9254821497938,54.9746768290449,253.71625170068023,69.29682599513487,8.448
KROSS,C-zcos_z1_1021,C-zcos_z1_1021,0.927272552624575,0.540224015712738,63.4272703969818,3.6876013,1.1062804,7.630954721330398,3.178042283530247,11.303667669088298,0.5651833834544149,7603789464.20346,3504050444.333392,99749516955.05215,36381558026.80924,107353306419.25562,100038911164.5172,121.02184434298192,19.93679074088449,87.59266848880303,21.275228054153622,87.59266848880303,21.275228054153622,149.85453219708958,21.454316999467245,64.589924827797,15.415172197066765,40.740691903632325,10.115781366360808,40.740691903632325,10.115781366360808,87.464,17.86837300931453,1.403
KROSS,C-zcos_z1_156,C-zcos_z1_156,0.868009194274421,0.738352000713348,54.0195061237679,2.1255233,0.63765705,11.13990264523415,4.656607648749395,14.498310418154508,0.7249155209077254,6808171857.36773,3137406385.8837466,129643043732.21466,47596914860.04906,136451215589.5824,129821685369.5575,106.88027878522335,26.758625250917092,115.79159512063094,25.33229445489616,112.19786227284597,24.37199489922501,126.2276107850332,34.08079752789504,73.30291391467348,25.663063005416888,78.02975234492902,24.744555233127397,86.01095592199196,24.26113160179368,102.1442857142857,35.08296599033928,2.279
KROSS,C-zcos_z1_162,C-zcos_z1_162,0.960409965112534,0.738352000713348,42.0972853173802,5.1750646,1.5525194,10.042404263894296,4.170816691222226,26.738354870484056,1.3369177435242028,39176927126.7577,18053883468.551933,65682773109.57582,21625429977.33207,104859700236.33353,76479136386.72511,147.44857371198498,19.22522814565939,162.9437903154067,29.745730041868548,137.6765298386779,41.79899543164739,164.13724072458106,47.40373001364163,110.19606533365057,17.880096424534003,129.52614746925778,32.43286122256497,136.11652706657074,41.99795304055397,137.5593673469388,47.91837536391304,3.081
KROSS,C-zcos_z1_166,C-zcos_z1_166,0.923378805475575,0.738352000713348,48.7071265877895,2.7665849,0.8299755,10.87684774556804,4.650251471199052,13.902490784911638,0.6951245392455818,6745752739.6155,3108641815.4910145,118671657054.28471,43442232454.750496,125417409793.9002,118863229671.89555,69.33785381411656,24.392081238438177,76.23306555810433,19.44092913380634,81.34499236882452,24.168524625538588,85.51836368469968,25.07150420513464,64.04125408648467,23.84319170403844,69.1113291571774,18.76182294904576,79.65779108688619,24.249201149357056,84.4371224489796,25.159361720771628,6.624
KROSS,C-zcos_z1_189,C-zcos_z1_189,0.937734238800976,0.544938027858734,50.4910501849683,4.3405485,1.3021647,15.457025161667763,6.664412474480214,24.72200856505924,1.2361004282529615,14758078399.7308,6800957787.894379,104088713390.49954,36953894459.27574,118846791790.23036,105129734772.52837,70.16975294967835,17.72617079810181,124.40150071877608,42.37038390504681,124.40150071877608,42.37038390504681,124.40150071877608,42.37038390504681,55.08248496158901,14.968819640223035,93.306,53.15077988139026,93.306,53.15077988139026,93.306,53.15077988139026,2.416
