KID,Names,File_names,Redshift,PSF,INC,Re,Re_err,Rgas,Rgas_err,SFR,SFR_err,Mstar,Mstar_err,MH2,MH2_err,MHI,MHI_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err,Vmax,Vmax_err,VRe_int,VRe_int_err,VRopt_int,VRopt_int_err,VRout_int,VRout_int_err,Vmax_int,Vmax_int_err,Rot2disp_int,Fdm_Rout,Fdm_Rout_err
KROSS,C-HiZ_z1_319,C-HiZ_z1_319,0.840024327278409,0.719727993011475,73.8672125870908,7.07452,2.1223562,47.9500708240747,20.560226454783404,5.157280991807532,0.2578640495903766,13584088880.6634,6259948792.932444,2850478877.4876413,581400968.2032347,41465875956.60954,24271559899.474983,170.055942479536,37.31419896121147,167.64188016534143,52.76560526443829,167.64188016534143,52.76560526443829,182.90690037874757,56.3387296816846,169.7715628692444,37.37680320315386,167.45004463271667,52.81988408742726,167.45004463271667,52.81988408742726,182.82230555555557,56.521252977216975,19.65,0.9388662909898748,0.035630254630219
KROSS,C-HiZ_z1_340,C-HiZ_z1_340,0.835543867100698,0.738352000713348,46.7583235970958,2.2292604,0.6687782,5.561938432141413,2.3111883121226775,10.394740896859652,0.5197370448429827,17101354746.6145,7880808638.992858,4313375699.358439,879782280.6677415,53733280025.23863,28309078987.69234,173.0594207985065,21.54794039235428,195.2268598624192,20.890756305075183,172.89389514727344,44.92448077701045,195.96625647847895,63.05291650940861,141.94938177561482,18.812314937386915,144.94790248114285,18.455280596329672,149.56333544826876,47.46745431197376,166.001,63.05837425750841,3.383,0.7447240091798273,0.1312712509424276
KROSS,C-HiZ_z1_90,C-HiZ_z1_90,0.854808919275469,0.540224015712738,63.3914876376286,2.5611658,0.76834977,11.30884390899622,4.752891048999999,12.426829250175471,0.6213414625087736,3673080745.07809,1692663937.824005,3230516718.0091453,658915792.1782906,19977382447.79831,15732166502.789787,67.39871731038758,24.22652735180157,81.81633824527336,21.84877451383903,81.81633824527336,21.84877451383903,87.49163718845092,22.8104035728602,31.308016359743924,9.197452611999369,43.41711132434794,11.217792102975128,43.41711132434794,11.217792102975128,46.08183673469388,12.614311704619416,1.005,0.7731809998686834,0.1128046790240148
KROSS,C-zcos_z1_1015,C-zcos_z1_1015,0.88859470099343,0.540224015712738,66.9199422387446,7.291261,2.1873784,30.843766821561378,12.911194393549334,9.852477811785189,0.4926238905892592,28643778433.9351,13199897895.822628,4845025713.609116,988220843.5603892,125776906758.75926,46906366248.917496,173.2119622114421,35.53785826217784,245.81892596577944,27.563253232369487,223.978376426574,54.96379243322696,255.7070031059647,69.23334310601456,159.64802376792062,37.0368067333925,236.27349587976377,27.925226675637678,223.9254821497938,54.9746768290449,253.71625170068023,69.29682599513487,8.448,0.9286460429510744,0.0385891099373905
KROSS,C-zcos_z1_1021,C-zcos_z1_1021,0.927272552624575,0.540224015712738,63.4272703969818,3.6876013,1.1062804,7.630954721330398,3.178042283530247,11.303667669088298,0.5651833834544149,7603789464.20346,3504050444.333392,3796823241.713353,774423107.0304638,26688321632.180668,18684092118.03991,121.02184434298192,19.93679074088449,87.59266848880303,21.275228054153622,87.59266848880303,21.275228054153622,149.85453219708958,21.454316999467245,64.589924827797,15.415172197066765,40.740691903632325,10.115781366360808,40.740691903632325,10.115781366360808,87.464,17.86837300931453,1.403,0.6837890616971893,0.1439863008818058
KROSS,C-zcos_z1_156,C-zcos_z1_156,0.868009194274421,0.738352000713348,54.0195061237679,2.1255233,0.63765705,11.13990264523415,4.656607648749395,14.498310418154508,0.7249155209077254,6808171857.36773,3137406385.8837466,4101926915.06604,836653903.5785726,25168741450.993935,18044932642.950695,106.88027878522335,26.758625250917092,115.79159512063094,25.33229445489616,112.19786227284597,24.37199489922501,126.2276107850332,34.08079752789504,73.30291391467348,25.663063005416888,78.02975234492902,24.744555233127397,86.01095592199196,24.26113160179368,102.1442857142857,35.08296599033928,2.279,0.7533216808837644,0.1242185247155379
KROSS,C-zcos_z1_162,C-zcos_z1_162,0.960409965112534,0.738352000713348,42.0972853173802,5.1750646,1.5525194,10.042404263894296,4.170816691222226,26.738354870484056,1.3369177435242028,39176927126.7577,18053883468.551933,8833288106.26645,1801691041.446316,273313867758.43344,74363807060.81914,147.44857371198498,19.22522814565939,162.9437903154067,29.745730041868548,137.6765298386779,41.79899543164739,164.13724072458106,47.40373001364163,110.19606533365057,17.880096424534003,129.52614746925778,32.43286122256497,136.11652706657074,41.99795304055397,137.5593673469388,47.91837536391304,3.081,0.5923945118237566,0.2157833646405158
KROSS,C-zcos_z1_166,C-zcos_z1_166,0.923378805475575,0.738352000713348,48.7071265877895,2.7665849,0.8299755,10.87684774556804,4.650251471199052,13.902490784911638,0.6951245392455818,6745752739.6155,3108641815.4910145,4092336110.510328,834697704.8855819,25053250895.756115,17995723099.682156,69.33785381411656,24.392081238438177,76.23306555810433,19.44092913380634,81.34499236882452,24.168524625538588,85.51836368469968,25.07150420513464,64.04125408648467,23.84319170403844,69.1113291571774,18.76182294904576,79.65779108688619,24.249201149357056,84.4371224489796,25.159361720771628,6.624,0.6217650782040947,0.1980686807521942
KROSS,C-zcos_z1_189,C-zcos_z1_189,0.937734238800976,0.544938027858734,50.4910501849683,4.3405485,1.3021647,15.457025161667763,6.664412474480214,24.72200856505924,1.2361004282529615,14758078399.7308,6800957787.894379,6670547679.402207,1360565380.743502,45212498648.88695,25550740406.785206,70.16975294967835,17.72617079810181,124.40150071877608,42.37038390504681,124.40150071877608,42.37038390504681,124.40150071877608,42.37038390504681,55.08248496158901,14.968819640223035,93.306,53.15077988139026,93.306,53.15077988139026,93.306,53.15077988139026,2.416,0.77903342861634,0.1228166696206407
KROSS,C-zcos_z1_192,C-zcos_z1_192,0.914106107187718,0.544938027858734,33.4048098404057,3.5357754,1.0607326,8.64550955410579,3.5868583020469043,26.463765541882594,1.3231882770941297,9750575921.15481,4493352959.057516,6197139748.420385,1264006226.5600786,31262120264.886597,20523949741.784542,93.42240969354243,19.1085198058537,115.78576340984355,24.91583434811718,133.7955730047916,33.293298866429005,171.70721366719394,73.9195713034359,58.76973287163688,14.202889660021867,92.19237862539802,27.051958305188705,129.73757249450125,33.79064758638833,171.561,73.9775114477366,6.316,0.8170145588651256,0.0834402933506627
KROSS,C-zcos_z1_197,C-zcos_z1_197,0.837415524117768,0.544938027858734,40.7686302913491,3.6033008,1.0809903,6.854073411594169,2.8603615673101084,6.302864241348513,0.3151432120674256,3990529604.81999,1838953734.940088,2314268864.116472,472032320.220465,20450171165.618416,15952180772.722109,57.05467137341706,18.788922735765333,94.7339066584145,25.302795030807903,94.7339066584145,25.302795030807903,113.81360107401252,27.56592289758777,32.06778917551179,9.314729362279952,76.29824998209392,24.461341911303737,76.29824998209392,24.461341911303737,83.543,27.82823260647359,2.057,0.844365927018543,0.0705402628440509
KROSS,C-zcos_z1_198,C-zcos_z1_198,0.95912955760026,0.544938027858734,68.625401228381,5.584179,1.6752537,25.15306573352951,10.845118817989103,16.37497244866071,0.8187486224330354,14224277280.6578,6554966488.782397,5391606313.538138,1099704739.3049266,43468722105.67943,24960959080.94507,90.95177169108834,17.170778588036125,76.13587961333076,16.263028747546443,76.13587961333076,16.263028747546443,97.33055145793216,17.932876553466503,73.22180899648004,14.836309152480032,73.538,15.975200030046572,73.538,15.975200030046572,78.89657083053001,15.975200030046572,2.28,0.5823100718738885,0.2129112371330567
KROSS,C-zcos_z1_2,C-zcos_z1_2,0.896927556077255,0.544938027858734,57.2959272451797,6.1939964,1.858199,9.013051298294908,3.7461479090287675,9.861761822695067,0.4930880911347534,17580451640.9271,8101590617.938757,4306253608.039178,878329615.7063025,55664005268.62094,28908701259.841553,195.441490199318,39.620770229897,224.4377223917797,40.01265173009256,224.4377223917797,40.01265173009256,263.1174220728095,76.23232006954863,160.98974111491853,44.37544374729381,222.66237916729528,40.29976539664283,222.66237916729528,40.29976539664283,261.709,76.60653446018819,5.386,0.9387078276411522,0.0274400057936749
KROSS,C-zcos_z1_200,C-zcos_z1_200,0.955678747032042,0.544938027858734,39.6624753702348,3.176221,0.9528663,10.59114869962267,4.443075550205846,18.413009753030032,0.9206504876515014,4416009702.75437,2035027512.790032,4315911109.700387,880299418.3456395,21101450550.71537,16251901607.574608,90.6629179261448,23.589579716932768,64.37217376152964,10.524827967132106,70.49558502236593,18.569324039362755,91.98696690108744,22.1426868915976,58.52721101996575,20.01666705144247,61.24070102419895,8.800872637425595,69.35896560314099,17.884990100480856,71.031,22.131028037576563,5.049,0.667284723180018,0.1542128715624662
KROSS,C-zcos_z1_202,C-zcos_z1_202,0.840891432150741,0.544938027858734,53.2512318199048,3.161079,0.9483237,14.259598848944265,5.941472657201341,58.11813223770885,2.905906611885442,18924743322.3092,8721079872.031889,10662839917.290537,2174857530.315341,61459891087.79087,30659856871.840946,151.54007470990226,29.22930395829942,143.78273425816056,23.29758022745189,162.5523950210312,32.062232022320266,202.31262868530047,66.19924901987093,98.68903808334478,28.28661303759709,114.1118618440582,20.93198766288439,148.69070315796708,33.190523878580464,196.836,67.7804276174177,4.761,0.7761511275984485,0.1092498746831079
