Name,log(Rgas_lerr),log(Rgas),log(Rgas_uerr),Re,Re_err,Mstar,Mstar_err,MH2,MH2_err,MHI,MHI_err,Mgas,Mgas_err,Mbar,Mbar_err,VRout,VRout_err,Rgas,Rgas_err
S-NBJ-CFHT-1759,0.019165318,1.030267096,0.019357708,3.1302242,1.8781346,21728504992,10013135941,23113185446,6995851852,3248728857,1021983875,27433994826,7126673318,49162499818,34996456982,349.336739,43.60586646,10.72178504,1.045349519
S-NBJ-CFHT-1770,0.021882786,1.078713664,0.022628623,2.0013447,0.9225744,5457953574,2515185979,7032486175,1816136448,1063920159,286420363.5,8447499986,1855657884,13905453561,10057311432,81.52711144,22.83588475,11.98708718,1.05258182
S-NBJ-CFHT-1774,0.01918251,0.672300834,0.019707071,2.7643955,0,5875296754,2707510025,7766980332,#NAME?,1164938380,#NAME?,9316348377,inf,15191645131,11014238922,82.46957311,20.47851382,4.702197152,1.045790928
S-NBJ-CFHT-1787,0.05350177,1.720657942,0.034948158,3.762009,1.7342005,18240233531,8405637572,17566659919,4809563093,2487628000,708075624.8,20875205160,4900895068,39115438691,27721477409,217.9748427,47.73075634,52.56031285,1.107449765
S-NBJ-CFHT-1793,0.027604534,0.887058367,0.028498627,4.528201,2.0873976,7465001516,3440092865,8728423212,2320551637,1292493370,357888960.3,10447439393,2368866519,17912440909,12840375287,77.46850463,16.60723564,7.710070809,1.066723373
S-NBJ-CFHT-1795,0.014824954,0.938339385,0.014964578,7.21296,4.327776,5559426853,2561947858,6880053197,1810870967,1035290553,283997559.1,8256989633,1849844211,13816416485,9954150126,46.32623995,17.84211805,8.676396396,1.034891385
S-NBJ-CFHT-C343,0.029618133,1.457789911,0.031551203,2.0962715,0.96633345,10691297668,4926865285,9918224020,2352717788,1443107295,356274967.2,11837556722,2399960571,22528854391,15950912042,147.6022098,38.46029965,28.69392183,1.072965463
S-zvipe_z1_1056,0.023565959,1.061692364,0.024611426,3.0692112,1.4148365,18751236277,8641122708,17895934428,4964502247,2523261537,727589985.1,21251872272,5057935898,40003108549,28341681972,139.6515751,25.04287081,11.5263649,1.057034123
S-zvipe_z1_1066,0.015431935,1.009270052,0.015747571,1.2744509,0.5874928,13584088881,6259948793,15963350252,5019744327,2254355972,736903173,18961643694,5114527574,32545732575,23325338204,153.2876944,26.18732081,10.21574518,1.036548868
S-zvipe_z1_1069,0.0172627,1.085063645,0.017890106,2.111762,0.97347414,20185052169,9301867359,17894280785,4705071831,2520899361,688963437.4,21247076935,4793469077,41432129103,29306562564,193.7821022,36.96890668,12.16364243,1.041301553
S-zvipe_z1_1070,0.012376005,0.83684643,0.012461602,5.798157,3.4788947,6745752740,3108641815,8125584015,2176055116,1211824230,338102459.9,9737310241,2222031642,16483062980,11845690809,149.8430682,44.10777764,6.868255294,1.029008128
S-zvipe_z1_1172,0.017477666,0.996721286,0.017820316,3.7403374,1.7242104,10593277028,4881694483,10933163540,2833904232,1591654180,429386626.5,13050063599,2890873635,23643340627,16808381187,72.08830936,20.99000283,9.924789085,1.04147542
S-zvipe_z1_1304,0.012385935,1.158523137,0.01265304,1.2737037,0.58714837,29993697066,13821980215,30886713680,9947787560,4198937773,1403731894,36471300918,10121463814,66464997984,47220521538,104.3486919,18.4030791,14.40532752,1.029246759
S-zvipe_z1_1315,0.022767224,1.307224416,0.023657197,2.99501,1.3806314,12275247849,5656796244,12463132412,3311302947,1798628977,497187220.5,14855308951,3376683384,27130556800,19270752808,164.8770049,21.80724068,20.28730768,1.054902785
S-zvipe_z1_1318,0.02518549,1.18913788,0.026439465,3.1471405,0,13836617479,6376321419,14216135278,#NAME?,2016138301,#NAME?,16897599219,inf,30734216697,21839891085,124.4435435,21.58612891,15.45745105,1.061238336
S-zvipe_z1_1322,0.013617202,1.070979847,0.013958371,2.5947118,1.5568272,21331943555,9830388735,20317701960,5869763488,2846449888,854561672.8,24103480311,5978788172,45435423866,32187413362,81.13658681,12.62975679,11.7755133,1.032256961
S-zvipe_z1_1530,0.011935748,0.95852403,0.011851049,2.990567,1.3785833,10496155066,4836937818,11251085275,3014555601,1636780950,456422886.9,13428003938,3075068454,23924159004,17043490280,50.71958274,19.11042263,9.089165881,1.027763999
S-zvipe_z1_1531,0.01974283,1.012326978,0.020278717,1.214008,0.55963004,93117182123,42911143836,68105326929,20593483917,8826527679,2765408654,79844608742,20919350279,1.72962E+11,1.22662E+11,82.33177693,18.24193209,10.28790577,1.047154723
S-zvipe_z1_1532,0.017766744,0.955041724,0.018488833,2.934177,0,5875296754,2707510025,7575803266,#NAME?,1129670744,#NAME?,9078265356,inf,14953562110,10813603184,58.51138,19.92747331,9.016577584,1.04262453
S-zvipe_z1_1538,0.017694811,1.030311929,0.018198705,2.8297935,1.6978761,7816824443,3602223246,8668470420,2341294538,1274725780,358484220.6,10363855707,2389347842,18180680151,12981226810,127.2741663,23.2248833,10.72289192,1.04218983
S-zvipe_z1_1540,0.046539906,1.658113467,0.049297004,2.2117953,1.0195873,8337392296,3842116266,9160776339,2439518092,1342955533,372321186.9,10946907198,2489268741,19284299494,13760337478,137.2061483,27.0407733,45.51069489,1.116659186
S-zvipe_z1_1542,0.011987783,1.012886776,0.012202239,2.112905,0.9740011,40274474332,18559665591,34067960292,9680892091,4642204171,1369373238,40242091840,9850719923,80516566173,56933814543,158.7259508,27.20380839,10.30117525,1.028241253
S-zvipe_z1_1543,0.018024838,1.209388419,0.018460571,2.1840549,1.0067996,31407289586,14473405339,28974167670,8493203592,3983331991,1212503411,34271999218,8644945418,65679288803,46486425648,118.4524554,23.91825539,16.19527844,1.042900221
S-zvipe_z1_1577,0.042947946,1.737570582,0.023790993,2.1835556,1.0065694,14224277281,6554966489,14103608783,3837638078,2015241778,570287684.1,16783880348,3911874474,31008157629,22000652347,138.5069669,31.15921641,54.6475356,1.080127663
S-zvipe_z1_1580,0.010455995,0.915234763,0.010632383,2.4587634,1.4752581,13964649070,6435322152,14452524001,4116052144,2066955308,612233309.3,17201574562,4195821895,31166223631,22156389395,95.53045216,19.77799577,8.226872439,1.024576046
S-zvipe_z1_1991,0.010721352,0.819766599,0.010781252,3.542403,2.125442,22963093588,10582070778,24318434166,7462323411,3401095060,1084480835,28841890596,7600438911,51804984184,36866764440,127.095377,15.06535063,6.603384695,1.025064759
S-zvipe_z1_2064,0.019755854,1.119192229,0.02008561,2.2665305,1.044819,38817742712,17888360697,37661969666,11760102615,5108800964,1655697087,44456674947,11964495693,83274417659,59018752076,150.5151974,20.2635815,13.15807111,1.046937517
S-zvipe_z1_2597,0.015790235,1.138480714,0.016065835,5.341929,3.2051578,4797666775,2210906348,7544378863,2359057107,1130178405,368244798.3,9047516142,2409361069,13845182918,10240857134,98.91834042,22.28083981,13.75563723,1.037356558
S-zvipe_z1_2603,0.019903037,1.121517415,0.02086864,2.123207,0.97875017,5715185029,2633725820,6584791372,1629528479,988200025,254842714.7,7899097405,1664404980,13614282435,9749824600,60.54553508,21.34281826,13.22870754,1.048059906
S-zvipe_z1_2740,0.022100391,1.011357543,0.023219867,1.2762972,0.76577836,16033556802,7388735853,16459242307,4723690903,2342665714,699112889,19574987707,4814334974,35608544509,25303262388,103.3212626,25.08945506,10.26496665,1.05356295
S-zvipe_z1_3488,0.047775224,1.296066634,0.055198788,1.2687074,0.5848452,21929560999,10105788479,21971960116,6752469562,3033018561,968083879.1,26005874802,6874127887,47935435801,34017806658,140.3921189,33.74312631,19.7727299,1.125907903
S-zvipe_z1_3500,0.054880933,1.231125028,0.061868313,1.2165413,0.7299248,5768068202,2658095946,6000749196,1387144149,899929848.1,216780189.7,7197655894,1416790725,12965724096,9223711896,35.09778019,11.92607195,17.02648611,1.143901621
S-zvipe_z1_817,0.02029461,0.832025419,0.021088635,3.5207057,2.1124234,2812095773,1295896670,3796532806,965904308.8,585222685.2,155335972.7,4574878977,987751684.1,7386974750,5370046582,30.23836088,11.94113147,6.792433873,1.048797887
S-zvipe_z1_819,0.020576637,0.731832908,0.021455969,3.301965,1.981179,1448873195,667683500.2,2329187866,557355584.2,371830228,92970867.79,2823722070,570907067.6,4272595265,3173742249,48.09855492,10.22887417,5.39303089,1.049582366
S-zvvd_z1_186,0.019875031,1.035489213,0.020923007,3.8056493,1.7543176,53092153360,24466430120,38179508147,10162534770,5131513960,1417164155,45004421714,10335844947,98096575075,69600105763,143.5108844,25.69150107,10.85148597,1.048091828
S-zvvd_z1_206,0.02472748,1.033835203,0.025951365,5.2066064,2.400127,29176318343,13445307992,23912283123,6299502459,3311804244,906253117.1,28316982767,6413775756,57493301111,40658443958,91.54644553,22.39299824,10.81023668,1.060082961
S-zvvd_z1_450,0.018676585,1.014760875,0.01900255,6.1531253,2.8364508,22963093588,10582070778,20315868547,5533560326,2836303162,802706209.8,24088151752,5635606273,47051245340,33279764452,66.20318226,19.86529145,10.34572368,1.044334434
S-zvvd_z1_475,0.019775295,1.06199475,0.020432199,3.2928438,1.517926,52605390476,24242115427,45008490392,13767803693,6002996806,1904655054,52992476144,13998909825,1.05598E+11,74669469229,97.04418058,26.89442539,11.53439314,1.047379021
U-HiZ_z1_132,0.021768703,1.07381025,0.022849538,2.4271846,0.94784594,22752561881,10485051558,20123382960,5392861889,2810242316,782531260.2,23861005241,5492372385,46613567122,32970087098,65.34578418,16.06835455,11.85250781,1.052711718
U-HiZ_z1_139,0.022770168,0.920234814,0.023510296,1.8334421,0.715982,10790225304,4972454057,12347076078,3478886958,1789006187,524523438.2,14726454307,3548143570,25516679610,18256434990,129.986573,25.70123427,8.322136094,1.054727791
U-HiZ_z1_204,0.012157723,0.904776656,0.012140233,1.8285182,0.7140592,11092515006,5111758067,12174763010,3349821447,1762026959,504464315.4,14518258866,3416351988,25610773872,18270843704,141.1793017,21.84058471,8.031130003,1.028369005
U-HiZ_z1_205,0.024032553,1.185572366,0.025068541,2.4331105,0.9501601,29718706930,13695256650,23584446330,6106388407,3250697944,874086018.7,27907874595,6216065124,57626581525,40768259786,193.3819464,44.75070998,15.33106644,1.05815882
U-HiZ_z1_208,0.014591291,1.214324002,0.015018109,4.9710264,1.941248,9661180066,4452156712,11594916075,3295555836,1690485340,500102594.3,13843261578,3362007550,23504441643,16881181575,193.6978901,40.19440199,16.38038112,1.034676898
U-HiZ_z1_31,0.010884598,1.16839283,0.010913116,2.957641,1.1549958,6095792477,2809120957,8438521469,2418461723,1259742749,376154386.2,10113979325,2469664455,16209771802,11808948459,123.9050798,20.34440065,14.73644849,1.02541309
U-HiZ_z1_44,0.045321326,1.734925054,0.025425483,3.4721093,1.3559021,37759827560,17400842194,30358917112,8208291009,4141331605,1162392894,35866888147,8352610570,73626715707,52079153629,244.7290322,46.77499569,54.3156591,1.085143886
U-HiZ_z1_84,0.021928929,0.945298023,0.022740594,2.1870446,0,1663528425,766602961,2869532292,#NAME?,459056982.1,#NAME?,3480078078,inf,5143606504,3857236090,47.65409073,10.05526585,8.816536768,1.052773516
U-HiZ_z1_96,0.011923994,1.039426869,0.01206651,1.748568,1.0491409,32887446455,15155505279,29530630807,8752253957,4052280849,1247072138,34920164337,8908025764,67807610792,47968760789,302.1340543,46.42331264,10.95032146,1.028005073
U-zuds_z1_100,0.010325758,0.917038035,0.010537587,2.1460745,0,6442137059,2968726755,9136672093,#NAME?,1361849641,#NAME?,10947932116,inf,17390069175,12702690562,90.35794537,23.3265891,8.26110297,1.024310644
U-zuds_z1_113,0.00982997,0.830732864,0.009718026,2.3846338,0,2660910828,1226226188,4944745314,#NAME?,764013873.2,#NAME?,5960883766,inf,8621794594,6527831317,84.03650718,19.30908487,6.772248158,1.02276063
U-zuds_z1_118,0.021898801,0.849977687,0.02233618,3.3151658,1.9890995,15596615395,7187380367,16678115609,5282094593,2324872012,765009820.5,19770195385,5379196443,35366810780,25181640879,160.5091208,40.45431376,7.07909413,1.052246635
U-zuds_z1_139,0.013622837,0.933589473,0.013776345,1.9598911,0.76536196,10116490353,4661977121,12482574706,3737528429,1802868385,561648995.9,14880389658,3811445598,24996880010,17993592566,127.8687312,19.76879983,8.582019017,1.03204729
U-zuds_z1_147,0.012577969,1.762004751,0.005963514,3.6747413,1.4350324,33191757252,15295740669,28601289891,8132695032,3905423073,1152868509,33795502578,8275976301,66987259830,47369069486,161.1712975,47.92858046,57.8102372,1.021605762
U-zuds_z1_188,0.026430744,1.139119418,0.028031259,3.2073195,0.9621959,9931856852,4576892559,12794764610,3870043810,1847054898,581266682.7,15251347624,3946504659,25183204476,18200147936,73.46170777,19.60037354,13.77588212,1.064710994
