Names,Re,Re_err,Mstar,Mstar_err,SFR_tot,SFR_tot_err,MH2,MH2_err,MHI,MHI_err,Mgas,Mgas_err,Mbar,Mbar_err
S-zvipe_z1_2603,2.123207,0.97875017,5715185029.48853,2633725820.040797,6.157133949846735,0.3078566974923367,6584791371.885178,1629528479.1712615,988200025.0481012,254842714.69549122,7899097405.199152,1664404980.0103064,13614282434.687683,9749824600.37686
S-zvipe_z1_2740,1.2762972,0.76577836,16033556801.9559,7388735853.435899,15.22746482412936,0.7613732412064679,16459242306.929455,4723690902.5723095,2342665714.3972416,699112888.9716765,19574987707.077785,4814334973.818431,35608544509.03368,25303262387.561665
S-zvipe_z1_3488,1.2687074,0.5848452,21929560999.1444,10105788478.868387,15.502895052794765,0.7751447526397381,21971960115.649338,6752469562.14125,3033018561.3645864,968083879.1322314,26005874802.264236,6874127886.893035,47935435801.40864,34017806658.369926
S-zvipe_z1_3500,1.2165413,0.7299248,5768068202.21979,2658095945.723406,4.125278789432128,0.2062639394716064,6000749195.585427,1387144148.7250905,899929848.057724,216780189.73506534,7197655893.5022,1416790724.841714,12965724095.72199,9223711896.342276
S-zvipe_z1_817,3.5207057,2.1124234,2812095772.90068,1295896669.539484,4.979664620176164,0.2489832310088082,3796532805.9670796,965904308.7695704,585222685.1590229,155335972.72321197,4574878977.22858,987751684.1471145,7386974750.129261,5370046581.944509
S-zvipe_z1_819,3.301965,1.981179,1448873195.49023,667683500.2259125,5.992403345952488,0.2996201672976243,2329187866.445084,557355584.1795394,371830228.00378686,92970867.78679124,2823722069.6901207,570907067.6306033,4272595265.180351,3173742249.05948
S-zvvd_z1_186,3.8056493,1.7543176,53092153360.3389,24466430119.971844,8.885474690139668,0.4442737345069834,38179508147.36694,10162534770.027248,5131513960.188982,1417164154.6928346,45004421714.41829,10335844947.053442,98096575074.75719,69600105763.47531
S-zvvd_z1_206,5.2066064,2.400127,29176318343.3431,13445307992.32401,6.797945667114167,0.3398972833557083,23912283122.616905,6299502458.562621,3311804244.050179,906253117.1444571,28316982767.203644,6413775755.519069,57493301110.546745,40658443958.29982
S-zvvd_z1_450,6.1531253,2.8364508,22963093588.1878,10582070777.96673,6.37685978342842,0.318842989171421,20315868546.70099,5533560326.473722,2836303162.0262475,802706209.8271412,24088151752.1959,5635606273.036735,47051245340.3837,33279764451.94121
S-zvvd_z1_475,3.2928438,1.517926,52605390475.7134,24242115426.59604,20.542639760917844,1.0271319880458922,45008490392.27959,13767803692.518343,6002996805.734656,1904655053.6209986,52992476143.90668,13998909824.67827,105597866619.62009,74669469229.16217
U-HiZ_z1_132,2.4271846,0.94784594,22752561881.1943,10485051558.154057,8.383939175811197,0.4191969587905597,20123382960.463234,5392861888.804631,2810242315.926788,782531260.1639863,23861005240.645863,5492372385.179094,46613567121.840164,32970087098.03032
U-HiZ_z1_139,1.8334421,0.715982,10790225303.8925,4972454057.093318,14.4201187330088,0.7210059366504399,12347076077.9572,3478886958.0272484,1789006186.8817909,524523438.1520991,14726454306.509981,3548143569.7000318,25516679610.40248,18256434990.175064
U-HiZ_z1_204,1.8285182,0.7140592,11092515006.0023,5111758067.282166,11.58378780164886,0.5791893900824429,12174763010.001936,3349821446.830497,1762026959.3879359,504464315.3729529,14518258865.98789,3416351988.2300553,25610773871.99019,18270843704.06091
U-HiZ_z1_205,2.4331105,0.9501601,29718706929.8315,13695256649.691938,6.7245516554668425,0.3362275827733421,23584446330.060623,6106388407.409386,3250697943.6986065,874086018.731632,27907874595.17977,6216065123.914832,57626581525.01128,40768259786.278534
U-HiZ_z1_208,4.9710264,1.941248,9661180065.80254,4452156712.351401,12.883158362895957,0.6441579181447978,11594916075.316961,3295555835.56667,1690485340.0955992,500102594.2520301,13843261577.644108,3362007549.505005,23504441643.446648,16881181575.08348
U-HiZ_z1_31,2.957641,1.1549958,6095792477.03297,2809120957.158051,18.94655503651644,0.9473277518258216,8438521468.729758,2418461722.5299444,1259742748.9255943,376154386.17375076,10113979324.800798,2469664454.610963,16209771801.833769,11808948458.925112
U-HiZ_z1_44,3.4721093,1.3559021,37759827560.1379,17400842193.611935,9.577541179321395,0.4788770589660697,30358917112.353718,8208291009.324585,4141331604.6591873,1162392894.0062165,35866888146.55044,8352610570.094763,73626715706.68834,52079153628.76504
U-HiZ_z1_84,2.1870446,0.0,1663528425.44136,766602961.0328848,11.44925206729144,0.5724626033645719,2869532292.143896,-inf,459056982.14758056,-inf,3480078078.4001784,inf,5143606503.841538,3857236090.0018663
U-HiZ_z1_96,1.748568,1.0491409,32887446455.0866,15155505278.841751,18.498107057839864,0.924905352891993,29530630806.894165,8752253957.101149,4052280849.3534236,1247072137.7150238,34920164336.53422,8908025763.561848,67807610791.62082,47968760788.942055
U-zuds_z1_100,2.1460745,0.0,6442137058.77326,2968726755.1950507,26.60505031602281,1.3302525158011402,9136672093.144688,-inf,1361849641.4824848,-inf,10947932116.316393,inf,17390069175.089653,12702690561.74682
U-zuds_z1_113,2.3846338,0.0,2660910828.30958,1226226188.1610968,41.69446660039099,2.08472333001955,4944745314.24548,-inf,764013873.2184618,-inf,5960883765.626034,inf,8621794593.935614,6527831317.023992
U-zuds_z1_118,3.3151658,1.9890995,15596615395.3587,7187380366.524747,8.692848817978481,0.434642440898924,16678115609.006199,5282094592.980409,2324872011.744487,765009820.5351094,19770195384.626366,5379196442.808781,35366810779.98506,25181640878.56551
U-zuds_z1_139,1.9598911,0.76536196,10116490352.9127,4661977121.157927,19.50554766780025,0.9752773833900128,12482574705.547548,3737528429.000132,1802868384.962294,561648995.9264317,14880389657.5474,3811445597.8692203,24996880010.4601,17993592565.716812
U-zuds_z1_147,3.6747413,1.4350324,33191757252.13,15295740669.184334,9.995549976385549,0.4997774988192773,28601289890.82896,8132695032.3144045,3905423072.9285626,1152868509.3089368,33795502577.823948,8275976301.187682,66987259829.95395,47369069486.02674
U-zuds_z1_188,3.2073195,0.9621959,9931856852.01049,4576892558.53018,22.197913717892774,1.1098956858946387,12794764610.415606,3870043810.0757356,1847054897.5032887,581266682.6727148,15251347624.09498,3946504659.398687,25183204476.10547,18200147935.65743
U-zuds_z1_220,5.226306,3.1357837,1694456442.81258,780855503.6002674,11.503102092583386,0.5751551046291693,2974076728.8212996,801210864.1447358,471039710.38657975,132547930.44058478,3600559543.6354504,820375871.971945,5295015986.44803,3979348145.5953794
U-zudsp_z1_115,1.800763,0.7032204,16181916889.9459,7457104557.578756,22.723094828205166,1.1361547414102582,17910530085.8958,5225039670.8471,2547467762.2451816,772757534.4205984,21298662209.681892,5325161559.867926,37480579099.62779,26748597087.609062
U-zudsp_z1_120,1.2405124,0.74430746,6039904641.5922,2783366194.28212,20.0278984330338,1.00139492165169,8189472947.512533,2359842030.1397285,1224297900.9014099,367579499.1467884,9817789155.711409,2409949953.662648,15857693797.303608,11526900363.303724
U-zudsp_z1_55,2.380947,0.7142841,1710135415.98467,788080836.8592949,17.7362350711179,0.8868117535558949,3130985665.610216,867596589.5123165,493116145.42141676,142691642.6705893,3786830139.0207005,888110492.4444038,5496965555.00537,4155074685.586361
U-zudsp_z1_79,3.5072389,2.1043434,3741363420.42926,1724130608.4927466,13.374130762945477,0.6687065381472738,5519537432.533589,1508598025.7145064,847436138.2349639,241605633.21318004,6646627496.386091,1542441085.3319848,10387990916.815351,7627283744.52149
U-zvipe_z1_1081,7.7281384,3.0179346,6383073844.73109,2941508684.207876,19.926140569219854,0.9963070284609924,9150316215.280428,2753890307.0476384,1355799454.0033176,424992833.2238525,10953529489.104841,2811300163.648132,17336603333.83593,12677674864.736809
U-zvipe_z1_1821,3.5039103,1.3683208,13092728075.2733,6033515242.061429,41.21202640694097,2.060601320347049,17040902380.538698,5300121037.933299,2445338987.5429645,791114764.9051739,20293203233.97084,5403551731.873119,33385931309.24414,24150230349.79779
U-zvipe_z1_1838,3.825385,1.4938607,4753680499.24834,2190636174.7688203,7.498213287834041,0.374910664391702,6032435066.11538,1504232505.520139,915995866.4975227,238143742.68308023,7250709568.557085,1537216337.9414148,12004390067.805424,8670078865.644718
U-zvipe_z1_247,3.488066,1.3621334,7328759665.92967,3377308601.810908,30.5203039093565,1.5260151954678247,10462591927.241488,3147838240.567567,1546776176.5383978,484658592.88037086,12519804242.037556,3213158804.0210714,19848563907.967224,14507109171.020226
U-zvipe_z1_249,1.924246,0.7514421,17580451640.9271,8101590617.938757,20.60262800792305,1.0301314003961524,19146891100.407875,5734962259.634563,2695481832.5627775,839161247.1214314,22731881937.71637,5842553948.259343,40312333578.64347,28736922875.096634
U-zvipe_z1_251,1.8301002,0.714677,11940705709.6735,5502629359.296544,40.247259712939965,2.0123629856469982,15451893295.062523,4734525276.735502,2227885945.106172,710195756.8462183,18414981602.053734,4827828068.947572,30355687311.727234,21947482777.052288
U-zvipe_z1_4550,1.9356444,0.7558933,24267787452.7229,11183312190.194883,15.550696157491986,0.7775348078745992,23503801282.230515,6890932156.452922,3255688935.258231,991481898.7394886,27833867566.123962,7015970281.730853,52101655018.84686,36927627754.0145
U-zvipe_z1_4553,2.6497772,1.0347711,19634975526.5671,9048375818.694515,12.45154217465418,0.6225771087327089,19881156628.06733,5883652397.030862,2773446501.2650833,852798909.5374398,23569840474.74989,5991980166.964881,43204816001.316986,30676858443.03564
U-zvipe_z1_4555,1.2161971,0.47494018,11615301383.4225,5352673448.581798,25.37829509036986,1.2689147545184931,14110744164.112019,4254902251.7665343,2025989572.9751406,635468125.7719117,16805310296.168957,4338030648.598362,28420611679.591457,20428746422.094994
U-zvipe_z1_4563,5.3542953,2.0909193,10990815898.6893,5064892119.211659,11.674573619724764,0.5837286809862381,12884928330.002779,3796442213.8888874,1853105368.3321264,567990670.0276493,15349558469.884506,3870871262.24165,26340374368.573807,18878744114.460705
U-zvipe_z1_4742,2.9701536,1.1598821,4932082759.28527,2272849197.8273134,6.197724461315939,0.3098862230657969,5993212965.85291,1498315849.1742117,904256776.2792324,235635752.42455825,7195874478.304289,1530740721.0565262,12127957237.589558,8723878142.887487
U-zvipe_z1_4766,3.180804,0.9542412,6039904641.5922,2783366194.28212,3.3482543923035792,0.1674127196151789,6198944573.018486,1322521998.4357293,928969290.8442578,206522744.77402633,7434473729.841349,1350744583.4097729,13474378371.433548,9578718480.007029
U-zvipe_z1_4773,1.6582869,0.4974861,4977719809.20375,2293880096.407258,3.937919122504377,0.1968959561252188,5450391361.5809765,1231328786.8084836,820236027.5045823,193127247.5947169,6541305278.162071,1257834349.2040305,11519025087.365822,8219876473.588297
U-zvipe_z1_4774,2.7743428,0.83230287,8730315361.03068,4023186802.318286,25.63069425944163,1.281534712972081,11857365603.876106,3698578809.822633,1711773966.0371885,555527499.4048271,14134024978.705566,3771655718.802985,22864340339.736244,16612918720.132267
U-zvipe_z1_4777,3.2386749,1.264743,11195155145.2209,5159057670.608709,18.55358576077919,0.9276792880389594,13724418192.011414,4176643323.0429926,1968931706.3314917,623256631.0337951,16343097361.432297,4258107159.289737,27538252506.6532,19809803888.247387
U-zvipe_z1_4780,3.1073668,1.2134656,11722758322.9585,5402192775.556912,26.16512489370052,1.308256244685026,14759633906.452799,4516796529.199989,2121109219.0439737,675228809.351403,17580709167.781284,4605209272.27687,29303467490.739784,21130650665.339237
U-zvipe_z1_4857,3.7270985,2.2362592,7816824443.48696,3602223245.8465257,15.542004511628628,0.7771002255814314,10125280800.300877,3066515092.592527,1482349527.4146054,467357218.9011262,12096805671.762302,3128878848.8938193,19913630115.249264,14402619617.301424
U-zvipe_z1_4958,1.7474563,0.6824035,9484839655.18351,4370893850.314982,8.814004025438333,0.4407002012719166,10196725073.776365,2618806537.87845,1493859141.713815,399415757.31587875,12183557732.25574,2672142494.9136276,21668397387.439247,15440248129.474806
U-zvipe_z1_5083,4.716829,1.8419807,15740932421.2677,7253885908.418295,21.45030850607449,1.0725154253037243,18895895231.22003,6063604762.840569,2645363179.771355,882125509.3055285,22414228260.315933,6176063806.589419,38155160681.58363,27389315106.377926
U-zvipe_z1_5101,5.7033997,2.227249,6683905896.82086,3080140966.276894,15.07416329533733,0.7537081647668664,8925152014.968811,2498427516.4412255,1330959421.2412846,388157373.54342544,10695328045.219719,2551206264.0436034,17379233942.04058,12612083096.476177
