Names,Re,Re_err,VRe,VRe_lerr,VRe_uerr,VRopt,VRopt_lerr,VRopt_uerr,VRout,VRout_lerr,VRout_uerr,Vdisp,Vdisp_lerr,Vdisp_uerr,Rot2disp_int,Rot2disp_pgc
S-CFHT-NBJ-2048,2.6084435,1.5650661,71.08946652798217,20.97036829425896,20.97036829425896,64.52952426574691,20.601609583800002,20.601609583800002,53.03045804554093,18.892449883285867,18.892449883285867,36.972,14.098174704549521,14.098174704549521,0.876,2.232
S-NBJ-CFHT-1739,2.082567,0.960016,189.95201703236953,56.20081435396905,56.20081435396905,199.21316193533085,35.56406659986317,35.56406659986317,221.48150752753307,42.534333729740666,42.534333729740666,7.355,14.579127614504236,14.579127614504236,42.252,42.252
S-NBJ-CFHT-1745,2.1171663,0.9759654,127.56135186250933,16.80114332732146,16.80114332732146,136.26418426511358,19.067093724822485,19.067093724822485,136.0871660539408,20.309389503225045,20.309389503225045,14.511383066406868,14.285127563308633,14.285127563308633,12.46,12.492
S-NBJ-CFHT-1759,3.1302242,1.8781346,296.3145474260102,42.15168081852534,42.15168081852534,336.3925063968792,42.785329179790914,42.785329179790914,349.3367389867691,43.60586646286165,43.60586646286165,13.991477012810334,14.678829687682871,14.678829687682871,26.644,26.645
S-NBJ-CFHT-1770,2.0013447,0.9225744,52.704710224169055,18.03552207505409,18.03552207505409,71.33672729165805,20.175658461440644,20.175658461440644,81.52711143725647,22.835884754075064,22.835884754075064,28.087097482652066,14.879989012092716,14.879989012092716,3.542,3.554
S-NBJ-CFHT-1774,2.7643955,0.0,98.09883912800967,21.879525232716595,21.879525232716595,89.65842205310608,21.715008211847657,21.715008211847657,82.46957310690772,20.478513817069672,20.478513817069672,49.311248665999116,14.130741700278865,14.130741700278865,1.02,2.114
S-NBJ-CFHT-1787,3.762009,1.7342005,211.24769157428148,53.68103995596239,53.68103995596239,208.62643488889898,42.10579369613049,42.10579369613049,217.97484271237758,47.7307563428892,47.7307563428892,13.735,14.38757967831977,14.38757967831977,15.953,16.152
S-NBJ-CFHT-1793,4.528201,2.0873976,105.7072750729931,23.16538420610916,23.16538420610916,77.46850462796502,16.607235641782648,16.607235641782648,77.46850462796502,16.607235641782648,16.607235641782648,48.68160869363295,14.634383724639722,14.634383724639722,1.115,2.184
S-NBJ-CFHT-1795,7.21296,4.327776,71.71058772283193,21.35422854251933,21.35422854251933,46.32623995273438,17.842118051866862,17.842118051866862,46.32623995273438,17.842118051866862,17.842118051866862,30.683881583007064,14.365991438115227,14.365991438115227,1.784,2.853
S-NBJ-CFHT-C343,2.0962715,0.96633345,99.62621942372733,29.945791540706562,29.945791540706562,109.84801239023324,36.03529206110078,36.03529206110078,147.6022098236653,38.460299654342016,38.460299654342016,29.318,14.12616568641328,14.12616568641328,5.112,5.338
S-zvipe_z1_1056,3.0692112,1.4148365,125.12413048678016,16.537881070770172,16.537881070770172,143.7102444192314,24.46494157447827,24.46494157447827,139.65157508766237,25.042870807255312,25.042870807255312,44.547239673182894,13.631410968788229,13.631410968788229,3.472,3.574
S-zvipe_z1_1066,1.2744509,0.5874928,158.77078861897766,17.116749932546256,17.116749932546256,156.16292221109373,21.43089010031773,21.43089010031773,153.28769438025466,26.187320812802824,26.187320812802824,47.004,14.47991747214051,14.47991747214051,3.966,4.23
S-zvipe_z1_1069,2.111762,0.97347414,196.27631039566202,28.796947013876743,28.796947013876743,187.70789845172197,31.669762882086914,31.669762882086914,193.78210216693256,36.968906677613056,36.968906677613056,44.04279176550914,14.351677950678798,14.351677950678798,5.337,5.572
S-zvipe_z1_1070,5.798157,3.4788947,113.56476732053812,23.983584284501312,23.983584284501312,149.84306818525667,44.10777763606678,44.10777763606678,149.84306818525667,44.10777763606678,44.10777763606678,38.979,14.344443418968895,14.344443418968895,3.946,3.951
S-zvipe_z1_1172,3.7403374,1.7242104,90.86566664459478,22.060470432245623,22.060470432245623,82.20101966413743,21.192552537146835,21.192552537146835,72.08830935696979,20.990002830524837,20.990002830524837,29.919690924205753,14.119628483072777,14.119628483072777,3.117,3.162
S-zvipe_z1_1304,1.2737037,0.58714837,112.12041000292163,20.08965112879104,20.08965112879104,108.8766498777065,19.385709600534813,19.385709600534813,104.34869193025582,18.403079099397818,18.403079099397818,36.073,12.92495152795553,12.92495152795553,3.996,3.998
S-zvipe_z1_1315,2.99501,1.3806314,144.042678511295,19.12840393679866,19.12840393679866,176.178972726422,19.577392972321476,19.577392972321476,164.87700494390722,21.80724067641718,21.80724067641718,29.854,14.295478236141664,14.295478236141664,5.635,5.903
S-zvipe_z1_1318,3.1471405,0.0,98.17281079157063,21.106520730002,21.106520730002,91.73154717669097,20.40055263153253,20.40055263153253,124.44354349620257,21.58612890763962,21.58612890763962,43.22722762912283,13.239543477778984,13.239543477778984,2.28,3.027
S-zvipe_z1_1322,2.5947118,1.5568272,55.88733672552243,17.749177062821232,17.749177062821232,65.43656290756718,13.032180027154741,13.032180027154741,81.13658680535404,12.62975678954639,12.62975678954639,18.26288582070205,13.819011433528809,13.819011433528809,5.06,5.238
S-zvipe_z1_1530,2.990567,1.3785833,38.526445562621966,19.560907964015602,19.560907964015602,51.1913419714592,19.037422427468776,19.037422427468776,50.719582742592685,19.11042263494147,19.11042263494147,25.28753243201084,14.065745305528607,14.065745305528607,1.292,2.076
S-zvipe_z1_1531,1.214008,0.55963004,85.78464343507844,9.79191771805549,9.79191771805549,84.12070310635805,13.863989338712477,13.863989338712477,82.33177693309501,18.241932090540022,18.241932090540022,23.56,12.966076391877381,12.966076391877381,3.286,3.641
S-zvipe_z1_1532,2.934177,0.0,62.49591698143319,20.09113158734142,20.09113158734142,57.051231709637996,20.613340962442077,20.613340962442077,58.5113800013652,19.927473313817902,19.927473313817902,33.64,13.669085265664268,13.669085265664268,1.021,2.097
