data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.5087659903117713,0.04533665265534803,9.421863779091279,0.0952428780730541,0.022089527203871848,0.019771900208394918,0.08805576496011014,0.17611152992022028,0.2641672948803304
