data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.9481936520439054,0.11696671289150845,7.58033168402692,0.23648449444470998,0.02221552825478525,0.019918522445621138,0.030614506891501348,0.061229013783002696,0.09184352067450405
