data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,1.3081542608055265,0.17325595343072053,7.21688497510125,0.38319241917541635,0.017233162658349146,0.015364264880474265,0.028376000094737237,0.056752000189474475,0.0851280002842117
