data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.5837595333016146,0.0415234036726001,9.488135789558132,0.09373302225332836,0.016901633686446406,0.015034940668913798,0.121192737076514,0.242385474153028,0.363578211229542
