data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,2.7508995304550963,1.137228602227418,3.772775153370575,2.5653276615644134,0.03458519498941073,0.0316667801082191,0.10123157011782333,0.20246314023564665,0.30369471035346995
