data,m,m_err,b,b_err,intscat,intscat_err,1sigma,2sigma,3sigma
COMBINED,0.6271335218250998,0.07965012393637821,9.474708500822498,0.1841577563298813,0.03390091982333524,0.029887187571573923,0.13328917523961614,0.2665783504792323,0.3998675257188484
